"","NAME","YEAR","TEAM","TIME","DATE","MEETNAME","COURSE"
"952","Watson, Ryan","SO-2","Williams","26:50.9","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"953","Lange, Jake","JR-3","Williams","26:55.9","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"954","Maloney, Christian","JR-3","Williams","27:39.8","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"955","Gattuso, Grant","FR-1","Williams","27:44.1","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"956","Hartigan, Jackson","FR-1","Williams","27:54.6","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"957","Kissam, Simon","FR-1","Williams","27:55.2","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"958","Schraver, Sam","SO-2","Williams","28:18.0","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"959","Putnam, Reed","FR-1","Williams","28:18.2","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"960","Arrowsmith, George","JR-3","Williams","28:20.7","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"961","Mankor, Hamza","SO-2","Williams","28:28.6","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"962","Grossman, Keith","SO-2","Williams","28:35.6","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"963","Biwott, Felix","JR-3","Williams","29:02.0","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"964","McCormick, William","FR-1","Williams","29:22.2","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"965","Fink, Jacob","FR-1","Williams","29:24.5","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"966","Andrew, Noah","SO-2","Williams","30:03.1","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"967","Sarkar, Rwick","FR-1","Williams","31:02.5","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"968","Blakey, Russell","FR-1","Williams","31:55.5","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"969","Kilel, Victor","FR-1","Williams","DNS","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"970","Ballantyne, Jett","SO-2","Williams","DNS","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"971","Hall, Oliver","FR-1","Williams","DNS","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"972","Bibbens, Jackson","SO-2","Williams","DNS","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"973","Titus, William","FR-1","Williams","DNS","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"974","Heckelman, Chris","JR-3","Williams","DNS","October  5, 2019
","Keene State College Cross Country Invitational 2019","
Keene State College Cross-Country Course
Keene, NH 3431
  "
"975","Ryan, Aidan","JR-3","Williams","26:07.3","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"976","McGovern, William","SR-4","Williams","26:35.4","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"977","Marshall, Kenneth","SR-4","Williams","26:48.3","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"978","Gannon , Nick","JR-3","Williams","26:50.5","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"979","Cox, Ryan","SR-4","Williams","27:00.2","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"980","Kirgis, Peter","JR-3","Williams","27:11.1","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"981","Avila, Chris","JR-3","Williams","27:14.0","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"982","Wischnewsky, Sam","SR-4","Williams","27:18.6","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"983","Estrada, Lucas","SR-4","Williams","27:20.7","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"984","LaFleche, Kevin","SR-4","Williams","27:28.1","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"985","Lindgren, Elias","SO-2","Williams","27:29.9","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"986","Young, Will","JR-3","Williams","28:21.0","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"987","Hehmeyer, Jenks","SR-4","Williams","28:56.1","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"988","Watson, Ryan","SO-2","Williams","29:30.3","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"989","Gilman, Sam","JR-3","Williams","30:18.7","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"990","Arrowsmith, George","JR-3","Williams","30:53.9","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"991","Lange, Jake","JR-3","Williams","DNF","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"992","Colaizzi, Tristan","SR-4","Williams","DNF","September 28, 2019
","Williams College  Purple Valley XC Invite","
Mt Greylock High School
Williamstown, MA 
  "
"993","Ryan, Aidan","JR-3","Williams","25:27.3","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"994","Gannon , Nick","JR-3","Williams","25:42.8","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"995","Cox, Ryan","SR-4","Williams","25:47.9","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"996","Lindgren, Elias","SO-2","Williams","25:49.0","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"997","Colaizzi, Tristan","SR-4","Williams","25:52.6","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"998","McGovern, William","SR-4","Williams","25:53.3","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"999","Marshall, Kenneth","SR-4","Williams","26:02.5","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1000","Estrada, Lucas","SR-4","Williams","26:29.8","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1001","LaFleche, Kevin","SR-4","Williams","26:41.3","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1002","Young, Will","JR-3","Williams","26:47.9","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1003","Wischnewsky, Sam","SR-4","Williams","26:56.9","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1004","Kirgis, Peter","JR-3","Williams","27:07.0","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1005","Spollen, William","FR-1","Williams","27:10.6","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1006","Hehmeyer, Jenks","SR-4","Williams","27:11.2","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1007","Avila, Chris","JR-3","Williams","27:13.0","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1008","Hearon, Ben","JR-3","Williams","27:20.4","September 28, 2019
","Williams Invitational","
Mt Greylock High School
Williamstown, MA 
  "
"1009","Osmulski, Matt","SR-4","North Central (Ill.)","24:42.0","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"1010","Pommier, Gabriel","JR-3","North Central (Ill.)","24:54.4","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"1011","Licari, Nick","JR-3","North Central (Ill.)","24:57.1","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"1012","Makrounis, Alex","JR-3","North Central (Ill.)","25:10.4","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"1013","Chapman, Zachary","JR-3","North Central (Ill.)","25:21.8","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"1014","Beutel, Alec","SR-4","North Central (Ill.)","25:28.8","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"1015","Koch, Campbell","SO-2","North Central (Ill.)","25:37.4","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"1016","Osmulski, Matt","SR-4","North Central (Ill.)","24:50.8","November 16, 2019
","NCAA Division III Midwest Region Cross Country Championships","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1017","Pommier, Gabriel","JR-3","North Central (Ill.)","24:54.9","November 16, 2019
","NCAA Division III Midwest Region Cross Country Championships","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1018","Licari, Nick","JR-3","North Central (Ill.)","24:58.4","November 16, 2019
","NCAA Division III Midwest Region Cross Country Championships","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1019","Makrounis, Alex","JR-3","North Central (Ill.)","25:03.9","November 16, 2019
","NCAA Division III Midwest Region Cross Country Championships","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1020","Chapman, Zachary","JR-3","North Central (Ill.)","25:10.2","November 16, 2019
","NCAA Division III Midwest Region Cross Country Championships","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1021","Beutel, Alec","SR-4","North Central (Ill.)","25:11.6","November 16, 2019
","NCAA Division III Midwest Region Cross Country Championships","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1022","Koch, Campbell","SO-2","North Central (Ill.)","25:24.5","November 16, 2019
","NCAA Division III Midwest Region Cross Country Championships","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1023","Rohr, Thomas","SO-2","North Central (Ill.)","25:42.2","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1024","Nicholson, Braden","FR-1","North Central (Ill.)","26:02.3","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1025","Jett, Matthew","FR-1","North Central (Ill.)","26:14.1","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1026","Benes, Cameron","SO-2","North Central (Ill.)","26:17.0","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1027","Riss, Connor","FR-1","North Central (Ill.)","26:17.2","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1028","Penningroth, Jonah","SO-2","North Central (Ill.)","26:17.6","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1029","Schatz, Richard","FR-1","North Central (Ill.)","26:17.7","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1030","Harris, Dolan","JR-3","North Central (Ill.)","26:25.4","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1031","Michael, Zack","SR-4","North Central (Ill.)","26:30.2","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1032","Higueros, Julian","FR-1","North Central (Ill.)","26:41.3","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1033","Swisher, Jackson","SO-2","North Central (Ill.)","26:52.8","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1034","Conkright, Michael","FR-1","North Central (Ill.)","26:55.6","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1035","Bertulis, Timothy","SO-2","North Central (Ill.)","27:00.1","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1036","Ziolkowski, Ryan","SR-4","North Central (Ill.)","27:05.6","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1037","Walters, Blake","SO-2","North Central (Ill.)","27:06.4","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1038","Hampton, Tyler","JR-3","North Central (Ill.)","27:08.6","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1039","Johnson, Joshua","SO-2","North Central (Ill.)","27:12.1","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1040","Sulocha, Matthew","FR-1","North Central (Ill.)","27:19.9","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1041","Rowe, Ethan","JR-3","North Central (Ill.)","27:37.4","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1042","Rankin, Parker","SO-2","North Central (Ill.)","27:44.0","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1043","Buske, Ian","FR-1","North Central (Ill.)","27:51.0","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1044","Laws, Matthew","FR-1","North Central (Ill.)","28:05.3","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1045","McQuality, Tanner","JR-3","North Central (Ill.)","28:27.5","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1046","Hoffman, Cooper","SO-2","North Central (Ill.)","28:40.3","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1047","Schaefer, Logan","FR-1","North Central (Ill.)","28:57.6","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1048","Newson, Nathaniel","SO-2","North Central (Ill.)","28:57.8","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1049","Piotrowski, Ben","JR-3","North Central (Ill.)","29:16.8","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1050","Fearn, Andrew","SO-2","North Central (Ill.)","29:40.5","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1051","Walczak, Ryan","FR-1","North Central (Ill.)","30:52.1","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1052","Pommier, Gabriel","JR-3","North Central (Ill.)","25:13.7","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1053","Chapman, Zachary","JR-3","North Central (Ill.)","25:14.8","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1054","Koch, Campbell","SO-2","North Central (Ill.)","25:17.2","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1055","Licari, Nick","JR-3","North Central (Ill.)","25:18.8","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1056","Boelke, Matthew","JR-3","North Central (Ill.)","25:19.3","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1057","Makrounis, Alex","JR-3","North Central (Ill.)","25:19.8","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1058","Bell, Kyle","FR-1","North Central (Ill.)","25:38.7","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1059","Shroda, Bjorn","SR-4","North Central (Ill.)","26:10.9","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1060","Sebastian, Brendon","JR-3","North Central (Ill.)","26:17.5","November  2, 2019
","CCIW Championships","
Saukie Golf Course
Rock Island, IL 61201
  "
"1061","Osmulski, Matt","SR-4","North Central (Ill.)","24:50.3","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1062","Beutel, Alec","SR-4","North Central (Ill.)","25:04.1","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1063","Pommier, Gabriel","JR-3","North Central (Ill.)","25:16.3","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1064","Makrounis, Alex","JR-3","North Central (Ill.)","25:22.5","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1065","Chapman, Zachary","JR-3","North Central (Ill.)","25:23.8","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1066","Licari, Nick","JR-3","North Central (Ill.)","25:29.9","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1067","Koch, Campbell","SO-2","North Central (Ill.)","25:35.9","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1068","Boelke, Matthew","JR-3","North Central (Ill.)","25:36.0","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1069","Shroda, Bjorn","SR-4","North Central (Ill.)","25:45.0","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1070","Bell, Kyle","FR-1","North Central (Ill.)","25:45.4","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1071","Sebastian, Brendon","JR-3","North Central (Ill.)","25:50.9","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1072","Rohr, Thomas","SO-2","North Central (Ill.)","25:57.0","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1073","Michael, Zack","SR-4","North Central (Ill.)","26:05.1","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1074","Higueros, Julian","FR-1","North Central (Ill.)","26:07.0","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1075","Riss, Connor","FR-1","North Central (Ill.)","26:07.9","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1076","Jett, Matthew","FR-1","North Central (Ill.)","26:09.7","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1077","Benes, Cameron","SO-2","North Central (Ill.)","26:13.7","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1078","Harris, Dolan","JR-3","North Central (Ill.)","26:23.5","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1079","Nicholson, Braden","FR-1","North Central (Ill.)","26:32.6","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1080","Schatz, Richard","FR-1","North Central (Ill.)","26:42.8","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1081","Swisher, Jackson","SO-2","North Central (Ill.)","26:57.9","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1082","Benes, Cameron","SO-2","North Central (Ill.)","26:25.4","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1083","Todd-Middleditch, Stuart","JR-3","North Central (Ill.)","27:07.4","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1084","Bertulis, Timothy","SO-2","North Central (Ill.)","27:17.3","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1085","Johnson, Joshua","SO-2","North Central (Ill.)","27:22.4","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1086","Conkright, Michael","FR-1","North Central (Ill.)","27:24.4","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1087","Laws, Matthew","FR-1","North Central (Ill.)","27:51.4","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1088","Walters, Blake","SO-2","North Central (Ill.)","27:51.6","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1089","Hampton, Tyler","JR-3","North Central (Ill.)","27:53.4","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1090","Ziolkowski, Ryan","SR-4","North Central (Ill.)","27:58.2","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1091","McQuality, Tanner","JR-3","North Central (Ill.)","28:14.4","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1092","Rankin, Parker","SO-2","North Central (Ill.)","29:15.2","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1093","Rowe, Ethan","JR-3","North Central (Ill.)","29:20.3","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1094","Schaefer, Logan","FR-1","North Central (Ill.)","29:55.6","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1095","Newson, Nathaniel","SO-2","North Central (Ill.)","29:56.4","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1096","Sulocha, Matthew","FR-1","North Central (Ill.)","30:12.5","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1097","Fearn, Andrew","SO-2","North Central (Ill.)","30:43.9","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1098","Glatz, Jeff","JR-3","North Central (Ill.)","DNF","October 11, 2019
","Benedictine University Eagle Invite","
St. James Farm Forest Preserve
2S541 Winfield Rd.
Wheaton, IL 60555
  "
"1099","Bell, Kyle","","North Central (Ill.)","24:55.5","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1100","Koch, Campbell","JR","North Central (Ill.)","24:57.6","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1101","Boelke, Matthew","JR","North Central (Ill.)","24:57.6","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1102","Chapman, Zachary","JR","North Central (Ill.)","25:05.2","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1103","Makrounis, Alex","JR","North Central (Ill.)","25:14.7","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1104","Jett, Matthew","","North Central (Ill.)","25:29.9","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1105","Nicholson, Braden","","North Central (Ill.)","25:33.3","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1106","Riss, Connor","","North Central (Ill.)","25:34.3","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1107","Schatz, Richard","","North Central (Ill.)","25:35.1","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1108","Higueros, Julian","","North Central (Ill.)","25:45.6","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1109","Harris, Dolan","","North Central (Ill.)","26:04.9","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1110","Osmulski, Matt","SR","North Central (Ill.)","24:24.0","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1111","Beutel, Alec","SR","North Central (Ill.)","24:31.5","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1112","Pommier, Gabriel","JR","North Central (Ill.)","24:35.4","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1113","Sebastian, Brendon","JR","North Central (Ill.)","25:04.9","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1114","Shroda, Bjorn","SR","North Central (Ill.)","25:14.1","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1115","Rohr, Thomas","JR","North Central (Ill.)","25:16.4","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1116","Licari, Nick","JR","North Central (Ill.)","26:03.0","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  "
"1117","Michael, Zack","SR-4","North Central (Ill.)","25:39.3","October  04, 2019
","2019 Brissman-Lundeen Cross Country Invitational","
Saukie Golf Course
Rock Island, IL 61201
  "
"1118","Swisher, Jackson","SO-2","North Central (Ill.)","26:33.4","October  04, 2019
","2019 Brissman-Lundeen Cross Country Invitational","
Saukie Golf Course
Rock Island, IL 61201
  "
"1119","Penningroth, Jonah","SO-2","North Central (Ill.)","26:34.3","October  04, 2019
","2019 Brissman-Lundeen Cross Country Invitational","
Saukie Golf Course
Rock Island, IL 61201
  "
"1120","Guimond, Andrew","FR-1","North Central (Ill.)","26:48.7","October  04, 2019
","2019 Brissman-Lundeen Cross Country Invitational","
Saukie Golf Course
Rock Island, IL 61201
  "
