"","NAME","YEAR","TEAM","TIME","DATE","MEETNAME","COURSE"
"516","Reischling, Andy","SR-4","Pomona-Pitzer","24:32.9","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"517","Ward, Hugo","SO-2","Pomona-Pitzer","25:17.7","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"518","Becker, Adin","JR-3","Pomona-Pitzer","25:35.9","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"519","Paszkeicz, Dante","FR-1","Pomona-Pitzer","25:42.7","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"520","Degroot-Lutzner, Julian","SR-4","Pomona-Pitzer","25:47.9","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"521","Woo, Owen","SO-2","Pomona-Pitzer","25:55.0","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"522","Widlansky , Ethan","FR-1","Pomona-Pitzer","26:05.6","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"523","Reischling, Andy","SR-4","Pomona-Pitzer","24:49.2","November 10, 2018
","NCAA Division III West Region Cross Country Championships","
Whitman (Eastern Deadline)
Walla Walla, WA 99362
  "
"524","Becker, Adin","JR-3","Pomona-Pitzer","25:23.6","November 10, 2018
","NCAA Division III West Region Cross Country Championships","
Whitman (Eastern Deadline)
Walla Walla, WA 99362
  "
"525","Degroot-Lutzner, Julian","SR-4","Pomona-Pitzer","25:23.8","November 10, 2018
","NCAA Division III West Region Cross Country Championships","
Whitman (Eastern Deadline)
Walla Walla, WA 99362
  "
"526","Paszkeicz, Dante","FR-1","Pomona-Pitzer","25:26.7","November 10, 2018
","NCAA Division III West Region Cross Country Championships","
Whitman (Eastern Deadline)
Walla Walla, WA 99362
  "
"527","Widlansky , Ethan","FR-1","Pomona-Pitzer","25:37.4","November 10, 2018
","NCAA Division III West Region Cross Country Championships","
Whitman (Eastern Deadline)
Walla Walla, WA 99362
  "
"528","Woo, Owen","SO-2","Pomona-Pitzer","25:46.1","November 10, 2018
","NCAA Division III West Region Cross Country Championships","
Whitman (Eastern Deadline)
Walla Walla, WA 99362
  "
"529","Ashby, Ethan","SO-2","Pomona-Pitzer","25:50.9","November 10, 2018
","NCAA Division III West Region Cross Country Championships","
Whitman (Eastern Deadline)
Walla Walla, WA 99362
  "
"530","Reischling, Andy","SR-4","Pomona-Pitzer","25:52.6","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"531","Woo, Owen","SO-2","Pomona-Pitzer","26:34.8","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"532","Widlansky , Ethan","FR-1","Pomona-Pitzer","26:39.3","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"533","Becker, Adin","JR-3","Pomona-Pitzer","26:42.9","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"534","Paszkeicz, Dante","FR-1","Pomona-Pitzer","26:43.0","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"535","Ward, Hugo","SO-2","Pomona-Pitzer","26:44.4","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"536","Ashby, Ethan","SO-2","Pomona-Pitzer","26:53.9","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"537","Rosen, Daniel","JR-3","Pomona-Pitzer","27:02.3","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"538","Stringham, Nathan","JR-3","Pomona-Pitzer","27:14.7","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"539","Adams, Jeremy","SO-2","Pomona-Pitzer","27:24.6","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"540","Stripp, Carter","SR-4","Pomona-Pitzer","27:25.1","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"541","Keiser, Owen","FR-1","Pomona-Pitzer","27:49.5","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"542","Floyd, Carter","SO-2","Pomona-Pitzer","27:49.6","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"543","Havener, Edmund","SO-2","Pomona-Pitzer","28:01.7","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"544","Jones, Liam","FR-1","Pomona-Pitzer","28:03.3","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"545","McKinley, Paul","FR-1","Pomona-Pitzer","28:03.4","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"546","Chang, Oliver","FR-1","Pomona-Pitzer","28:09.7","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"547","Davis, Peter","SR-4","Pomona-Pitzer","28:21.6","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"548","Gonzalez, Aaron","SO-2","Pomona-Pitzer","28:25.0","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"549","Hill, Daniel","SR-4","Pomona-Pitzer","28:32.1","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"550","Emlet, Ian","SO-2","Pomona-Pitzer","28:48.9","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"551","Hesse-Withbroe, Joseph","FR-1","Pomona-Pitzer","28:54.6","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"552","Borowsky, Nicholas","JR-3","Pomona-Pitzer","29:50.3","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"553","Williams, Noah","FR-1","Pomona-Pitzer","30:00.6","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"554","Anaclet, Bukuru","SO-2","Pomona-Pitzer","31:12.9","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"555","Gallatin, Nathan","SR-4","Pomona-Pitzer","31:24.5","October 27, 2018
","SCIAC Cross Country Championships","
Pomona Pitzer
Claremont, CA 91711
  "
"556","Ashby, Ethan","SO-2","Pomona-Pitzer","25:11.4","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"557","Rosen, Daniel","JR-3","Pomona-Pitzer","25:35.0","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"558","Davis, Peter","SR-4","Pomona-Pitzer","25:36.6","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"559","Stringham, Nathan","JR-3","Pomona-Pitzer","25:37.9","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"560","Hill, Daniel","SR-4","Pomona-Pitzer","25:48.6","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"561","Keiser, Owen","FR-1","Pomona-Pitzer","25:55.1","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"562","Floyd, Carter","SO-2","Pomona-Pitzer","26:20.4","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"563","Jones, Liam","FR-1","Pomona-Pitzer","26:30.2","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"564","Gonzalez, Aaron","SO-2","Pomona-Pitzer","26:39.8","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"565","Hesse-Withbroe, Joseph","FR-1","Pomona-Pitzer","26:46.9","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"566","Havener, Edmund","SO-2","Pomona-Pitzer","27:20.7","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"567","Emlet, Ian","SO-2","Pomona-Pitzer","27:38.4","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"568","Williams, Noah","FR-1","Pomona-Pitzer","28:31.1","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"569","Anaclet, Bukuru","SO-2","Pomona-Pitzer","28:48.4","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"570","Gallatin, Nathan","SR-4","Pomona-Pitzer","28:58.9","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"571","Borowsky, Nicholas","JR-3","Pomona-Pitzer","29:17.2","October 13, 2018
","2018 Highlander Invitational","
www.finishedresults.com
Riverside, CA 92501
  "
"572","Reischling, Andy","SR-4","Pomona-Pitzer","25:23.5","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"573","Paszkeicz, Dante","FR-1","Pomona-Pitzer","26:13.2","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"574","Becker, Adin","JR-3","Pomona-Pitzer","26:13.4","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"575","Woo, Owen","SO-2","Pomona-Pitzer","26:17.3","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"576","Widlansky , Ethan","FR-1","Pomona-Pitzer","26:22.6","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"577","Degroot-Lutzner, Julian","SR-4","Pomona-Pitzer","26:36.5","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"578","McKinley, Paul","FR-1","Pomona-Pitzer","27:29.3","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"579","Chang, Oliver","FR-1","Pomona-Pitzer","26:54.4","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"580","Adams, Jeremy","SO-2","Pomona-Pitzer","27:12.4","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"581","Rosen, Daniel","JR-3","Pomona-Pitzer","26:03.0","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"582","Floyd, Carter","SO-2","Pomona-Pitzer","26:17.5","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"583","Stripp, Carter","SR-4","Pomona-Pitzer","26:24.1","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"584","Hill, Daniel","SR-4","Pomona-Pitzer","26:28.7","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"585","Havener, Edmund","SO-2","Pomona-Pitzer","26:35.7","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"586","Hesse-Withbroe, Joseph","FR-1","Pomona-Pitzer","26:43.1","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"587","Keiser, Owen","FR-1","Pomona-Pitzer","26:45.1","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"588","Gonzalez, Aaron","SO-2","Pomona-Pitzer","27:13.4","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"589","Jones, Liam","FR-1","Pomona-Pitzer","27:17.3","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"590","Emlet, Ian","SO-2","Pomona-Pitzer","28:07.6","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"591","Anaclet, Bukuru","SO-2","Pomona-Pitzer","29:54.0","October  06, 2018
","Pomona-Pitzer XC Invite","
Pomona Pitzer
Claremont, CA 91711
  "
"592","Reischling, Andy","SR-4","Pomona-Pitzer","24:17.7","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"593","Becker, Adin","JR-3","Pomona-Pitzer","25:07.8","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"594","Paszkeicz, Dante","FR-1","Pomona-Pitzer","25:20.4","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"595","Adams, Jeremy","SO-2","Pomona-Pitzer","25:24.8","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"596","Widlansky , Ethan","FR-1","Pomona-Pitzer","25:26.4","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"597","Woo, Owen","SO-2","Pomona-Pitzer","25:26.7","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"598","Degroot-Lutzner, Julian","SR-4","Pomona-Pitzer","25:30.7","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"599","Chang, Oliver","FR-1","Pomona-Pitzer","25:33.7","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"600","Ward, Hugo","SO-2","Pomona-Pitzer","25:41.7","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"601","Davis, Peter","SR-4","Pomona-Pitzer","25:47.9","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"602","Ashby, Ethan","SO-2","Pomona-Pitzer","25:50.7","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"603","Stringham, Nathan","JR-3","Pomona-Pitzer","26:05.0","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"604","McKinley, Paul","FR-1","Pomona-Pitzer","26:11.6","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"605","Stripp, Carter","SR-4","Pomona-Pitzer","26:27.0","September 29, 2018
","Capital Cross Challenge","
Haggin Oaks Golf Course
Sacramento, CA 95819
  "
"606","Chang, Oliver","FR-1","Pomona-Pitzer","25:28.3","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"607","Ward, Hugo","SO-2","Pomona-Pitzer","25:33.0","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"608","Davis, Peter","SR-4","Pomona-Pitzer","25:43.6","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"609","Paszkeicz, Dante","FR-1","Pomona-Pitzer","25:43.8","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"610","Ashby, Ethan","SO-2","Pomona-Pitzer","26:12.5","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"611","Havener, Edmund","SO-2","Pomona-Pitzer","26:24.2","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"612","Jones, Liam","FR-1","Pomona-Pitzer","26:25.2","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"613","Hill, Daniel","SR-4","Pomona-Pitzer","26:39.8","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"614","Keiser, Owen","FR-1","Pomona-Pitzer","26:51.3","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"615","Rosen, Daniel","JR-3","Pomona-Pitzer","26:52.8","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"616","Gonzalez, Aaron","SO-2","Pomona-Pitzer","26:54.8","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"617","Floyd, Carter","SO-2","Pomona-Pitzer","26:55.8","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"618","Emlet, Ian","SO-2","Pomona-Pitzer","27:50.6","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"619","Hesse-Withbroe, Joseph","FR-1","Pomona-Pitzer","27:52.5","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"620","Williams, Noah","FR-1","Pomona-Pitzer","29:13.7","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"621","Anaclet, Bukuru","SO-2","Pomona-Pitzer","30:18.1","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"622","Reischling, Andy","SR-4","Pomona-Pitzer","24:21.9","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"623","Becker, Adin","JR-3","Pomona-Pitzer","25:05.1","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"624","McKinley, Paul","FR-1","Pomona-Pitzer","25:09.4","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"625","Widlansky , Ethan","FR-1","Pomona-Pitzer","25:14.0","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"626","Degroot-Lutzner, Julian","SR-4","Pomona-Pitzer","25:14.6","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"627","Adams, Jeremy","SO-2","Pomona-Pitzer","25:28.3","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"628","Woo, Owen","SO-2","Pomona-Pitzer","25:34.0","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"629","Stripp, Carter","SR-4","Pomona-Pitzer","25:45.2","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"630","Stringham, Nathan","JR-3","Pomona-Pitzer","25:48.4","September 15, 2018
","UCR 38th Annual Cross Country Invitational","
UCR Agg Course
Riverside, CA 92501
  "
"631","Cox, Ryan","JR-3","Williams","24:37.2","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"632","Ryan, Aidan","SO-2","Williams","25:01.2","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"633","Lindgren, Elias","FR-1","Williams","25:40.2","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"634","LaFleche, Kevin","JR-3","Williams","25:46.4","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"635","Colaizzi, Tristan","JR-3","Williams","25:47.7","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"636","Wischnewsky, Sam","JR-3","Williams","25:57.8","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"637","McGovern, William","JR-3","Williams","26:01.1","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"638","Cox, Ryan","JR-3","Williams","25:01.8","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"639","Ryan, Aidan","SO-2","Williams","25:05.6","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"640","McGovern, William","JR-3","Williams","25:43.3","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"641","Lindgren, Elias","FR-1","Williams","25:48.5","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"642","Colaizzi, Tristan","JR-3","Williams","25:51.3","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"643","Wischnewsky, Sam","JR-3","Williams","26:04.4","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"644","Estrada, Lucas","JR-3","Williams","26:10.5","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"645","Cox, Ryan","JR-3","Williams","25:27.8","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"646","Ryan, Aidan","SO-2","Williams","26:05.9","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"647","McGovern, William","JR-3","Williams","26:15.5","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"648","Estrada, Lucas","JR-3","Williams","26:23.9","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"649","Colaizzi, Tristan","JR-3","Williams","26:24.7","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"650","Wischnewsky, Sam","JR-3","Williams","26:26.3","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"651","Lindgren, Elias","FR-1","Williams","26:27.7","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"652","LaFleche, Kevin","JR-3","Williams","26:47.9","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"653","Wallace, Jack","FR-1","Williams","26:57.3","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"654","Lange, Jake","SO-2","Williams","26:59.3","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"655","Kahrs, Jacob","SR-4","Williams","27:00.6","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"656","Gilman, Sam","SO-2","Williams","27:17.0","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"657","Peacock, Matthew","SO-2","Williams","27:18.0","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"658","Anderson, Austin","SR-4","Williams","27:21.1","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"659","Avila, Chris","SO-2","Williams","27:25.1","October 27, 2018
","NESCAC Cross Country Championship","
Franklin Park
Boston, MA 2121
  "
"660","Cox, Ryan","JR-3","Williams","24:55.8","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"661","Ryan, Aidan","SO-2","Williams","25:20.0","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"662","McGovern, William","JR-3","Williams","25:28.0","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"663","Wischnewsky, Sam","JR-3","Williams","25:32.1","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"664","Lindgren, Elias","FR-1","Williams","25:38.8","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"665","Estrada, Lucas","SR-4","Williams","25:45.9","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"666","LaFleche, Kevin","JR-3","Williams","25:53.5","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"667","Wallace, Jack","FR-1","Williams","25:56.3","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"668","Peacock, Matthew","SO-2","Williams","26:06.4","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"669","Colaizzi, Tristan","JR-3","Williams","26:07.1","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"670","Anderson, Austin","SR-4","Williams","26:10.6","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"671","Lange, Jake","SO-2","Williams","26:12.8","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"672","Avila, Chris","SO-2","Williams","26:23.6","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"673","Kahrs, Jacob","SR-4","Williams","26:31.1","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"674","Young, Will","SO-2","Williams","26:44.7","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"675","Morris, Mitchell","SR-4","Williams","26:46.0","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"676","Hehmeyer, Jenks","JR-3","Williams","26:57.3","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"677","Azzara, David","SR-4","Williams","27:04.4","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"678","Arrowsmith, George","SO-2","Williams","27:17.9","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"679","Heckelman, Chris","SO-2","Williams","27:24.5","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"680","Bibbens, Jackson","FR-1","Williams","27:24.8","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"681","Watson, Ryan","FR-1","Williams","27:36.5","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
"682","Black, Adrian","SR-4","Williams","27:42.7","October 13, 2018
","Connecticut College Cross Country Invitational","
Harkness Memorial State Park
Waterford, CT 6385
  "
